Loaded /home/acb11711tx/lzq/ExpEval/exe_res/ucf101_r2p1d_blur_ig_full_test.pt
v_RopeClimbing_g05_c01: 0.7754619364859536
v_RopeClimbing_g05_c02: 0.7098894218215719
v_RopeClimbing_g05_c03: 0.5907948930980638
v_RopeClimbing_g05_c04: 0.6414104854920879
v_RopeClimbing_g05_c05: 0.6265710695879534
v_RopeClimbing_g05_c06: 0.5990739705739543
v_RopeClimbing_g05_c07: 0.5978888921672478
v_RopeClimbing_g06_c01: 0.8765469213249162
v_RopeClimbing_g06_c02: 0.9268708793679252
v_RopeClimbing_g06_c03: 0.9147774438606575
v_RopeClimbing_g06_c04: 0.5990637928480282
v_RopeClimbing_g07_c01: 0.46431066596414894
v_RopeClimbing_g07_c02: 0.6372103303438053
v_RopeClimbing_g07_c03: 0.6182360661914572
v_RopeClimbing_g07_c04: 0.5827793829375878
v_RopeClimbing_g07_c05: 0.36054199060890824
v_SalsaSpin_g01_c01: 0.6771057562727947
v_SalsaSpin_g01_c02: 0.7378968722478021
v_SalsaSpin_g01_c03: 0.6953028817952145
v_SalsaSpin_g01_c04: 0.714978114963742
v_SalsaSpin_g01_c05: 0.7525400072627235
v_SalsaSpin_g01_c06: 0.5986607158847619
v_SalsaSpin_g01_c07: 0.6783586431120057
v_SalsaSpin_g02_c01: 0.22249602308147587
v_SalsaSpin_g02_c02: 0.04745782095415052
v_SalsaSpin_g02_c03: 0.024198393684855546
v_SalsaSpin_g02_c04: 0.05699153302703053
v_SalsaSpin_g02_c05: 0.05734872000175528
v_SalsaSpin_g02_c06: 0.07197162199008744
v_SalsaSpin_g02_c07: 0.06837208566139452
v_SalsaSpin_g03_c01: 0.8885472649999429
v_SalsaSpin_g03_c02: 0.8814155743748415
