Loaded /home/acb11711tx/lzq/ExpEval/exe_res/ucf101_r2p1d_score_cam_full_test.pt
v_PoleVault_g04_c04: 0.7092265262836008
v_PoleVault_g04_c05: 0.7065194467650144
v_PoleVault_g04_c06: 0.793359807888919
v_PoleVault_g04_c07: 0.6545391119652777
v_PoleVault_g05_c01: 0.8014619864625274
v_PoleVault_g05_c02: 0.8304301560492604
v_PoleVault_g05_c03: 0.8917409265050082
v_PoleVault_g05_c04: 0.7074217300032615
v_PoleVault_g05_c05: 0.8370860970680951
v_PoleVault_g06_c01: 0.8087988400002359
v_PoleVault_g06_c02: 0.6695479701375007
v_PoleVault_g06_c03: 0.7544053529491066
v_PoleVault_g06_c04: 0.7968587746945559
v_PoleVault_g06_c05: 0.7600260923718452
v_PoleVault_g07_c01: 0.7783653381848126
v_PoleVault_g07_c02: 0.6659190095597296
v_PoleVault_g07_c03: 0.6972435249117552
v_PoleVault_g07_c04: 0.4988267270018696
v_RopeClimbing_g01_c01: 0.8134535861900076
v_RopeClimbing_g01_c02: 0.7425148101756349
v_RopeClimbing_g01_c03: 0.4007140271132812
v_RopeClimbing_g01_c04: 0.6497914422070608
v_RopeClimbing_g02_c01: 0.8794384467182681
v_RopeClimbing_g02_c02: 0.8731253693113104
v_RopeClimbing_g02_c03: 0.5845635334262624
v_RopeClimbing_g02_c04: 0.4009892031317577
v_RopeClimbing_g02_c05: 0.8532573477132246
v_RopeClimbing_g02_c06: 0.6994752936298028
v_RopeClimbing_g03_c01: 0.4237664471147582
v_RopeClimbing_g03_c02: 0.8653793603880331
v_RopeClimbing_g03_c03: 0.9121123013319448
v_RopeClimbing_g03_c04: 0.8941692124353722
v_RopeClimbing_g04_c01: 0.6888977953931317
v_RopeClimbing_g04_c02: 0.9317072598496452
v_RopeClimbing_g04_c03: 0.8718087995657697
v_RopeClimbing_g04_c04: 0.9032063371269032
v_RopeClimbing_g05_c01: 0.9175573830725625
v_RopeClimbing_g05_c02: 0.8900854090461507
v_RopeClimbing_g05_c03: 0.8233681638957933
v_RopeClimbing_g05_c04: 0.8262384092668071
v_RopeClimbing_g05_c05: 0.8557588561670855
v_RopeClimbing_g05_c06: 0.771352672833018
v_RopeClimbing_g05_c07: 0.8557710103923455
v_RopeClimbing_g06_c01: 0.9373102803947404
v_RopeClimbing_g06_c02: 0.9245176879921928
v_RopeClimbing_g06_c03: 0.952298269723542
v_RopeClimbing_g06_c04: 0.9308805257314816
v_RopeClimbing_g07_c01: 0.769185115932487
v_RopeClimbing_g07_c02: 0.7949142068391666
v_RopeClimbing_g07_c03: 0.7444902075221762
v_RopeClimbing_g07_c04: 0.7659930937224999
v_RopeClimbing_g07_c05: 0.7505433770129457
v_SalsaSpin_g01_c01: 0.846733780374052
v_SalsaSpin_g01_c02: 0.82356424399768
v_SalsaSpin_g01_c03: 0.8255344410717953
v_SalsaSpin_g01_c04: 0.839451090694638
v_SalsaSpin_g01_c05: 0.865471914439695
v_SalsaSpin_g01_c06: 0.8509670580097008
v_SalsaSpin_g01_c07: 0.7956722665403504
v_SalsaSpin_g02_c01: 0.510992501542205
v_SalsaSpin_g02_c02: 0.22496659982425626
v_SalsaSpin_g02_c03: 0.12723562806968403
v_SalsaSpin_g02_c04: 0.26106219057692215
v_SalsaSpin_g02_c05: 0.3232164786022622
v_SalsaSpin_g02_c06: 0.29732416989281774
v_SalsaSpin_g02_c07: 0.172767087831744
v_SalsaSpin_g03_c01: 0.8844752544828225
v_SalsaSpin_g03_c02: 0.8548907921940554
v_SalsaSpin_g03_c03: 0.8742006107058842
v_SalsaSpin_g03_c04: 0.9445217892352957
