Loaded /home/lzq/ExpEval/exe_res/epic_r2p1d_random_full.pt
P26_17_32347-take-spoon: 0.02914531962480396
P26_17_32353-put-down-plate: 0.10218817960470915
P26_18_32372-take-plate: 0.010174483768641948
P26_19_32404-pick-up-pot: 0.00044327084397082216
P26_19_32434-put-down-glass: 0.2504397999867797
P26_19_32490-pick-up-pot: 0.12775274623185395
P26_19_32492-put-pot: 0.1017954795435071
P26_21_32505-close-cupboard: 0.04840085715055466
P26_28_32674-grab-fork: 0.018795386519414023
P26_29_32690-put-lid: 0.009171098843216896
P27_01_32893-pick-up-fork: 0.017519034319557248
P27_04_33002-place-sponge: 0.005746193192899227
P27_06_33144-pick-up-spoon: 0.43641584874596445
P27_06_33145-pick-up-fork: 0.06483226173557341
P27_07_33177-take-cloth: 0.000940023865114199
P27_07_33257-turn-on-tap: 0.028981403410434724
P28_01_33343-put-down-pan: 0.43975197065621613
P28_02_33398-put-down-spatula: 0.03643144989386201
P28_02_33400-wash-knife: 0.28824249183759093
P28_02_33474-turn-on-tap: 0.09003039568662644
P28_02_33479-turn-on-tap: 0.04658499002456665
P28_02_33489-turn-on-tap: 0.002918004127568565
P28_03_33614-peel-potato: 0.15474452445283532
P28_03_33621-turn-off-tap: 0.002608673726208508
P28_04_33682-cut-potato: 0.14467836568132042
P28_05_33779-put-down-knife: 0.08534638499841093
P28_06_33862-take-knife: 0.2073209766112268
P28_06_33958-take-spoon: 0.14082891843747347
P28_08_34040-wash-knife: 0.021915179546922445
P28_09_34091-open-fridge: 0.1980923456978053
P28_09_34141-turn-on-tap: 0.05161022186279297
P28_13_34301-put-pan: 0.19830826241523028
P28_14_34393-put-down-sponge: 0.15698441630229354
P28_14_34394-turn-on-tap: 0.006271163821220398
P28_14_34396-turn-off-tap: 0.06385008960962296
P29_01_34867-chop-onion: 0.23548457320779562
P29_01_34868-chop-onion: 0.3260776307806373
P29_01_34877-chop-onion: 0.1307493370398879
P29_01_34902-chop-onion: 0.30828153546899556
P29_02_35181-move-fork: 0.058555571772158144
P29_02_35206-open-drawer: 0.04093306588009
P29_03_35254-put-down-glass: 0.6708782380446792
P29_03_35265-close-cupboard: 0.016715813279151916
P29_03_35296-move-pan: 0.20603142220526935
P29_03_35335-pick-up-spatula: 0.018972441228106617
P29_03_35355-pick-up-fork: 0.20537802223116158
P29_03_35439-pick-up-bowl: 0.00684242608374916
P29_03_35461-rinse-bowl: 0.060585574827855454
P29_03_35497-scour-knife: 0.002190312403545249
P29_03_35528-pick-up-plate: 0.07795808058232069
P29_03_35562-scour-spatula: 0.04326237586326897
P29_03_35564-scour-spatula: 0.05674276796169579
P29_03_35632-pick-up-bowl: 0.005663775749271735
P29_04_35774-open-fridge: 0.03172890434972942
P30_03_36639-clean-knife: 0.215007602032274
P30_04_36678-take-fork: 0.013457952681928873
P30_05_36874-put-onion: 0.06151004638522863
P30_05_36904-chop-onion: 0.3056826647743583
P30_05_36922-chop-onion: 0.2854972669109702
P30_05_37020-open-cupboard: 0.13264562875032426
P30_05_37240-open-cupboard: 0.1093752008676529
P30_05_37272-wash-spoon: 0.18316703533826512
P30_05_37511-take-plate: 0.10001584451645612
P30_05_37535-empty-bottle: 0.10055967936292291
P30_06_37605-dry-fork: 0.03367296437732875
P30_06_37668-rinse-plate: 0.4166984761878848
P30_06_37674-rinse-bowl: 0.134551798425382
P30_10_38341-take-spoon: 0.43104393990244716
P30_10_38504-rinse-fork: 0.01779985905363901
P30_10_38535-take-spoon: 0.5852739572664722
P30_10_38579-rinse-sponge: 0.0008977038506418467
P30_11_38596-rinse-plate: 0.35562383275479076
P30_11_38661-wash-spoon: 0.2757525918027386
P30_11_38673-rise-sponge: 0.0007879851385951042
P31_01_38722-take-glass: 0.3612092949822545
P31_08_38926-open-fridge: 0.02356490890495479
P31_08_38943-open-fridge: 0.12235830347053707
Loaded /home/lzq/ExpEval/exe_res/epic_r2p1d_random_full.pt
P01_01_11-close-fridge: 0.11736716876737774
P01_01_227-take-glass: 0.4053398267552257
P01_01_246-put-down-spatula: 0.23590085384435952
P01_01_254-put-down-spoon: 0.4383708450337872
P01_01_255-open-cupboard: 0.17411072432994842
P01_01_305-take-spatula: 0.28989357558079065
P01_01_324-wash-pan: 0.32383050698786975
P01_01_49-take-spatula: 0.008135235579684376
P01_01_76-take-onion: 0.5594966259226203
P01_02_338-rinse-sponge: 0.0015829001270321896
P01_02_387-rinse-spoon: 0.07014865962322801
P01_02_417-rinse-fork: 0.029847363620065154
P01_02_421-rinse-plate: 0.28212293308228253
P01_03_489-move-bottle: 0.001363935424014926
P01_03_493-open-cupboard: 0.2125317022204399
P01_05_562-take-plate: 0.47553040366619825
P01_05_628-peel-potato: 0.13706344136968254
P01_05_629-put-down-potato: 0.011344773191958667
P01_05_743-open-drawer: 0.10213717179372907
P01_06_830-wash-fork: 0.03423385683694505
P01_06_896-rinse-knife: 0.08442293530330063
P01_06_921-rinse-cloth: 0.017918468695133926
P01_07_955-open-cupboard: 0.2696222150325775
P01_09_1034-put-down-potato: 0.0010018811584450304
P01_09_1170-wash-spatula: 0.046018445463851095
P01_09_1180-rinse-spatula: 0.04262729969806969
P01_09_1229-pour-potato: 0.0054671883024275305
P01_09_1528-open-drawer: 0.2564644752629101
P01_09_1551-take-potato: 0.023826068136841058
P01_09_1678-open-fridge: 0.063205338222906
P01_09_1743-open-fridge: 0.058123640520498156
P01_09_1859-take-plate: 0.19591384332627057
P01_16_2820-put-glass: 0.43019503164978234
P01_16_2866-close-cupboard: 0.35682308197021484
P01_17_2886-open-cupboard: 0.1987537407875061
P01_17_3150-rinse-cloth: 0.02914790435694158
P01_18_3170-open-fridge: 0.16785429070703686
P01_18_3324-hang-cloth: 0.00827208099886775
P01_18_3454-take-lid: 0.34738225348293783
P01_18_3469-turn-on-tap: 0.08782868385314942
P01_18_3548-open-drawer: 0.30316998856142163
P01_18_3688-take-sponge: 0.0033252652920782565
